release_date,movie,production_budget,worldwide_gross,title,studio,foreign_gross,year,_merge,domestic_gross,Movie_title
,,,,Carrie (2013),SGem,49500000.0,2013.0,right_only,,Carrie (2013)
,,,,The Family (2013),Rela.,41500000.0,2013.0,right_only,,The Family (2013)
,,,,Scary Movie 5,W/Dim.,46400000.0,2013.0,right_only,,Scary Movie 5
,,,,Tiny Times,CL,77700000.0,2013.0,right_only,,Tiny Times
,,,,Young Detective Dee: Rise of the Sea Dragon,WAMCR,72200000.0,2013.0,right_only,,Young Detective Dee: Rise of the Sea Dragon
,,,,The Grandmaster,Wein.,57500000.0,2013.0,right_only,,The Grandmaster
,,,,Side Effects (2013),ORF,31200000.0,2013.0,right_only,,Side Effects (2013)
,,,,The Host (2013),ORF,36700000.0,2013.0,right_only,,The Host (2013)
,,,,From Up on Poppy Hill,GK,60000000.0,2013.0,right_only,,From Up on Poppy Hill
,,,,Beautiful Creatures (2013),WB,40600000.0,2013.0,right_only,,Beautiful Creatures (2013)
,,,,The Face Reader,PM&E,54100000.0,2013.0,right_only,,The Face Reader
,,,,Tyler Perry's Temptation: Confessions of a Marriage Counselor,LGF,1200000.0,2013.0,right_only,,Tyler Perry's Temptation: Confessions of a Marriage Counselor
,,,,The Berlin File,CJ,48300000.0,2013.0,right_only,,The Berlin File
,,,,Her (2013),WB,21800000.0,2013.0,right_only,,Her (2013)
,,,,Tiny Times 2,CL,47200000.0,2013.0,right_only,,Tiny Times 2
,,,,New World (2013),WGUSA,31200000.0,2013.0,right_only,,New World (2013)
,,,,I Give It a Year,Magn.,28200000.0,2013.0,right_only,,I Give It a Year
,,,,"The Way, Way Back",FoxS,1700000.0,2013.0,right_only,,"The Way, Way Back"
,,,,Kon-Tiki,Wein.,21300000.0,2013.0,right_only,,Kon-Tiki
,,,,Diana,EOne,21400000.0,2013.0,right_only,,Diana
,,,,The Great Beauty,Jan.,18500000.0,2013.0,right_only,,The Great Beauty
,,,,22 Bullets,Cdgm.,21300000.0,2013.0,right_only,,22 Bullets
,,,,The Company You Keep,SPC,14500000.0,2013.0,right_only,,The Company You Keep
,,,,The Bling Ring,A24,13300000.0,2013.0,right_only,,The Bling Ring
,,,,Billy and Buddy,Distrib.,15200000.0,2013.0,right_only,,Billy and Buddy
,,,,Journey to the South Pacific,Imax,6500000.0,2013.0,right_only,,Journey to the South Pacific
,,,,All Is Lost,RAtt.,7400000.0,2013.0,right_only,,All Is Lost
,,,,Puella Magi Madoka Magica the Movie: Rebellion,Elev.,12600000.0,2013.0,right_only,,Puella Magi Madoka Magica the Movie: Rebellion
,,,,In the House,Cohen,11500000.0,2013.0,right_only,,In the House
,,,,I'm So Excited,SPC,10400000.0,2013.0,right_only,,I'm So Excited
,,,,Haute Cuisine,Wein.,11200000.0,2013.0,right_only,,Haute Cuisine
,,,,The Past,SPC,9300000.0,2013.0,right_only,,The Past
,,,,Love is All You Need,SPC,8400000.0,2013.0,right_only,,Love is All You Need
,,,,Tyler Perry Presents Peeples,LGF,130000.0,2013.0,right_only,,Tyler Perry Presents Peeples
,,,,Jerusalem,NGE,1300000.0,2013.0,right_only,,Jerusalem
,,,,Pulling Strings,LGF,2000000.0,2013.0,right_only,,Pulling Strings
,,,,Blue Is the Warmest Color,IFC,5200000.0,2013.0,right_only,,Blue Is the Warmest Color
,,,,Unfinished Song,Wein.,5300000.0,2013.0,right_only,,Unfinished Song
,,,,The Angels' Share,IFC,6700000.0,2013.0,right_only,,The Angels' Share
,,,,Matru Ki Bijlee Ka Mandola,FIP,6000000.0,2013.0,right_only,,Matru Ki Bijlee Ka Mandola
,,,,Closed Circuit,Focus,,2013.0,right_only,,Closed Circuit
,,,,Populaire,Wein.,5300000.0,2013.0,right_only,,Populaire
,,,,Broken Circle Breakdown,Trib.,5300000.0,2013.0,right_only,,Broken Circle Breakdown
,,,,Fists of Legend,CJ,5300000.0,2013.0,right_only,,Fists of Legend
,,,,Chennai Express,UTV,,2013.0,right_only,,Chennai Express
,,,,20 Feet from Stardom,RTWC,,2013.0,right_only,,20 Feet from Stardom
,,,,Oldboy (2013),FD,2700000.0,2013.0,right_only,,Oldboy (2013)
,,,,Commitment,WGUSA,4500000.0,2013.0,right_only,,Commitment
,,,,White Elephant,Strand,4400000.0,2013.0,right_only,,White Elephant
,,,,Much Ado About Nothing (2013),RAtt.,,2013.0,right_only,,Much Ado About Nothing (2013)
,,,,You Will Be My Son,Cohen,3600000.0,2013.0,right_only,,You Will Be My Son
,,,,Pieta,Drft.,3600000.0,2013.0,right_only,,Pieta
,,,,Mental,Da.,3600000.0,2013.0,right_only,,Mental
,,,,The To-Do List,CBS,74600.0,2013.0,right_only,,The To-Do List
,,,,Emperor,RAtt.,,2013.0,right_only,,Emperor
,,,,Stand Up Guys,LGF,,2013.0,right_only,,Stand Up Guys
,,,,In a World,RAtt.,,2013.0,right_only,,In a World
,,,,Ram-Leela,Eros,,2013.0,right_only,,Ram-Leela
,,,,Capital,Cohen,2400000.0,2013.0,right_only,,Capital
,,,,I'm In Love With a Church Girl,HTR,,2013.0,right_only,,I'm In Love With a Church Girl
,,,,No (2013),SPC,,2013.0,right_only,,No (2013)
,,,,Renoir,Gold.,,2013.0,right_only,,Renoir
,,,,Reality (2013),Osci.,2200000.0,2013.0,right_only,,Reality (2013)
,,,,Krrish 3,Eros,,2013.0,right_only,,Krrish 3
,,,,Austenland,SPC,,2013.0,right_only,,Austenland
,,,,The Sorcerer and the White Snake,Magn.,2100000.0,2013.0,right_only,,The Sorcerer and the White Snake
,,,,The Snitch Cartel,PI,2100000.0,2013.0,right_only,,The Snitch Cartel
,,,,The Iceman (2013),MNE,,2013.0,right_only,,The Iceman (2013)
,,,,Fill the Void,SPC,,2013.0,right_only,,Fill the Void
,,,,Starbuck (U.S. only),E1,1300000.0,2013.0,right_only,,Starbuck (U.S. only)
,,,,Bhaag Milkha Bhaag,Relbig.,,2013.0,right_only,,Bhaag Milkha Bhaag
,,,,Therese,MPI,1500000.0,2013.0,right_only,,Therese
,,,,Stories We Tell,RAtt.,,2013.0,right_only,,Stories We Tell
,,,,Lovelace,RTWC,1200000.0,2013.0,right_only,,Lovelace
,,,,Race 2,UTV,,2013.0,right_only,,Race 2
,,,,Disconnect,LD,,2013.0,right_only,,Disconnect
,,,,Girl Most Likely,RAtt.,,2013.0,right_only,,Girl Most Likely
,,,,Wadjda (U.S. only),SPC,,2013.0,right_only,,Wadjda (U.S. only)
,,,,The Kings of Summer,CBS,,2013.0,right_only,,The Kings of Summer
,,,,The Invisible Woman,SPC,,2013.0,right_only,,The Invisible Woman
,,,,Violeta Went to Heaven,KL,1200000.0,2013.0,right_only,,Violeta Went to Heaven
,,,,Romeo and Juliet (2013),Rela.,,2013.0,right_only,,Romeo and Juliet (2013)
,,,,Still Mine,Gold.,,2013.0,right_only,,Still Mine
,,,,The Wall (2013),MBox,1100000.0,2013.0,right_only,,The Wall (2013)
,,,,Kai Po Che,UTV,,2013.0,right_only,,Kai Po Che
,,,,What Maisie Knew,MNE,,2013.0,right_only,,What Maisie Knew
,,,,Thanks for Sharing,RAtt.,,2013.0,right_only,,Thanks for Sharing
,,,,Kill Your Darlings,SPC,,2013.0,right_only,,Kill Your Darlings
,,,,Short Term 12,Cdgm.,,2013.0,right_only,,Short Term 12
,,,,Ginger & Rosa,A24,,2013.0,right_only,,Ginger & Rosa
,,,,Lore,MBox,,2013.0,right_only,,Lore
,,,,Raanjhana,Eros,,2013.0,right_only,,Raanjhana
,,,,6 Souls,RTWC,852000.0,2013.0,right_only,,6 Souls
,,,,Generation Iron,TVC,,2013.0,right_only,,Generation Iron
,,,,The Monk,ATO,794000.0,2013.0,right_only,,The Monk
,,,,Satyagraha,UTV,,2013.0,right_only,,Satyagraha
,,,,Hannah Arendt,Zeit.,,2013.0,right_only,,Hannah Arendt
,,,,Besharam,Relbig.,,2013.0,right_only,,Besharam
,,,,Salinger,Wein.,67000.0,2013.0,right_only,,Salinger
,,,,The Hunt,Magn.,,2013.0,right_only,,The Hunt
,,,,Walking the Camino: Six Ways to Santiago,FEF,,2013.0,right_only,,Walking the Camino: Six Ways to Santiago
,,,,To The Wonder,Magn.,,2013.0,right_only,,To The Wonder
,,,,Lootera,Eros,,2013.0,right_only,,Lootera
,,,,Museum Hours,CGld,,2013.0,right_only,,Museum Hours
,,,,You Ain't Seen Nothin' Yet,KL,488000.0,2013.0,right_only,,You Ain't Seen Nothin' Yet
,,,,The Inevitable Defeat of Mister and Pete,LGF,,2013.0,right_only,,The Inevitable Defeat of Mister and Pete
,,,,Act of Killing,Drft.,,2013.0,right_only,,Act of Killing
,,,,Sound City,Vari.,,2013.0,right_only,,Sound City
,,,,Shadow Dancer,Magn.,319000.0,2013.0,right_only,,Shadow Dancer
,,,,A Hijacking,Magn.,,2013.0,right_only,,A Hijacking
,,,,Grand Masti,Eros,,2013.0,right_only,,Grand Masti
,,,,Phata Poster Nikla Hero,Eros,,2013.0,right_only,,Phata Poster Nikla Hero
,,,,The Armstrong Lie,SPC,,2013.0,right_only,,The Armstrong Lie
,,,,Tai Chi Hero,WGUSA,347000.0,2013.0,right_only,,Tai Chi Hero
,,,,At Any Price,SPC,,2013.0,right_only,,At Any Price
,,,,Shootout at Wadala,Eros,,2013.0,right_only,,Shootout at Wadala
,,,,Gori Tere Pyaar Mein,Relbig.,,2013.0,right_only,,Gori Tere Pyaar Mein
,,,,Adore,EXCL,,2013.0,right_only,,Adore
,,,,A Bottle in the Gaza Sea,FM,306000.0,2013.0,right_only,,A Bottle in the Gaza Sea
,,,,Go Goa Gone,Eros,,2013.0,right_only,,Go Goa Gone
,,,,Blancanieves,Cohen,,2013.0,right_only,,Blancanieves
,,,,Himmatwala,UTV,,2013.0,right_only,,Himmatwala
,,,,Great Expectations (2013),MSF,,2013.0,right_only,,Great Expectations (2013)
,,,,The Silence,MBox,132000.0,2013.0,right_only,,The Silence
,,,,Singh Saab The Great,Eros,,2013.0,right_only,,Singh Saab The Great
,,,,Arthur Newman,Cdgm.,,2013.0,right_only,,Arthur Newman
,,,,Ghanchakkar,UTV,,2013.0,right_only,,Ghanchakkar
,,,,Midnight's Children,P/108,,2013.0,right_only,,Midnight's Children
,,,,R... Rajkumar,Eros,,2013.0,right_only,,R... Rajkumar
,,,,We Steal Secrets: The Story of Wikileaks,FCW,,2013.0,right_only,,We Steal Secrets: The Story of Wikileaks
,,,,The Patience Stone,SPC,,2013.0,right_only,,The Patience Stone
,,,,Rangeelay,Eros,,2013.0,right_only,,Rangeelay
,,,,Drug War,Vari.,,2013.0,right_only,,Drug War
,,,,Beyond the Hills,IFC,,2013.0,right_only,,Beyond the Hills
,,,,Storm Surfers 3D,XL,,2013.0,right_only,,Storm Surfers 3D
,,,,Yossi,Strand,,2013.0,right_only,,Yossi
,,,,Spinning Plates,TFA,,2013.0,right_only,,Spinning Plates
,,,,Ek Thi Daayan,Eros,,2013.0,right_only,,Ek Thi Daayan
,,,,The English Teacher,Cdgm.,,2013.0,right_only,,The English Teacher
,,,,Man of Tai Chi,RTWC,,2013.0,right_only,,Man of Tai Chi
,,,,Passion,EOne,,2013.0,right_only,,Passion
,,,,Byzantium,IFC,,2013.0,right_only,,Byzantium
,,,,The Rooftop,WGUSA,,2013.0,right_only,,The Rooftop
,,,,We Are What We Are,EOne,,2013.0,right_only,,We Are What We Are
,,,,Stuck in Love,MNE,,2013.0,right_only,,Stuck in Love
,,,,More Than Honey,KL,,2013.0,right_only,,More Than Honey
,,,,Caesar Must Die,AF,,2013.0,right_only,,Caesar Must Die
,,,,Leviathan (2013),CGld,,2013.0,right_only,,Leviathan (2013)
,,,,No One Lives,Anch.,,2013.0,right_only,,No One Lives
,,,,War Witch,Trib.,,2013.0,right_only,,War Witch
,,,,The Pervert's Guide to Ideology,Zeit.,,2013.0,right_only,,The Pervert's Guide to Ideology
,,,,My Lucky Star,CL,,2013.0,right_only,,My Lucky Star
,,,,Becoming Traviata,Distrib.,,2013.0,right_only,,Becoming Traviata
,,,,Sightseers,IFC,,2013.0,right_only,,Sightseers
,,,,Table No. 21,Eros,,2013.0,right_only,,Table No. 21
,,,,Wish You Were Here (2013),EOne,,2013.0,right_only,,Wish You Were Here (2013)
,,,,A Glimpse Inside the Mind of Charles Swan III,A24,,2013.0,right_only,,A Glimpse Inside the Mind of Charles Swan III
,,,,The We and the I,P/108,,2013.0,right_only,,The We and the I
,,,,Killing Season,MNE,,2013.0,right_only,,Killing Season
,,,,Post Tenebras Lux,Strand,,2013.0,right_only,,Post Tenebras Lux
,,,,Rising From Ashes,FRun,,2013.0,right_only,,Rising From Ashes
,,,,Berberian Sound Studio,IFC,,2013.0,right_only,,Berberian Sound Studio
,,,,Ip Man: The Final Fight,WGUSA,,2013.0,right_only,,Ip Man: The Final Fight
,,,,Redemption (2013),RAtt.,,2013.0,right_only,,Redemption (2013)
,,,,Camille Claudel 1915,KL,,2013.0,right_only,,Camille Claudel 1915
,,,,Bastards,IFC,,2013.0,right_only,,Bastards
,,,,Paradise: Love,Strand,,2013.0,right_only,,Paradise: Love
,,,,Our Children,Distrib.,,2013.0,right_only,,Our Children
,,,,V/H/S/2,Magn.,,2013.0,right_only,,V/H/S/2
,,,,The Look of Love,IFC,,2013.0,right_only,,The Look of Love
,,,,The Painting (2013),GK,,2013.0,right_only,,The Painting (2013)
,,,,Terraferma,Cohen,,2013.0,right_only,,Terraferma
,,,,Love and Honor (2013),IFC,,2013.0,right_only,,Love and Honor (2013)
,,,,Nostalghia,KL,,2013.0,right_only,,Nostalghia
,,,,Casting By,SD,,2013.0,right_only,,Casting By
,,,,Violet & Daisy,Cdgm.,,2013.0,right_only,,Violet & Daisy
,,,,Jayne Mansfield's Car,Anch.,,2013.0,right_only,,Jayne Mansfield's Car
,,,,A Wedding Invitation,CJ,,2013.0,right_only,,A Wedding Invitation
,,,,Red Obsession,A23,,2013.0,right_only,,Red Obsession
,,,,The Selfish Giant,IFC,,2013.0,right_only,,The Selfish Giant
,,,,Charlie Countryman,MNE,,2013.0,right_only,,Charlie Countryman
,,,,Just Like a Woman,Cohen,,2013.0,right_only,,Just Like a Woman
,,,,So Young,CL,,2013.0,right_only,,So Young
,,,,In the Name Of,FM,,2013.0,right_only,,In the Name Of
,,,,InchAllah (U.S. only),EOne,,2013.0,right_only,,InchAllah (U.S. only)
,,,,Welcome to the Punch,IFC,,2013.0,right_only,,Welcome to the Punch
,,,,Clandestine Childhood,IFC,,2013.0,right_only,,Clandestine Childhood
,,,,Argento's Dracula 3D,IFC,,2013.0,right_only,,Argento's Dracula 3D
,,,,Finding Mr. Right,CL,,2013.0,right_only,,Finding Mr. Right
,,,,Paradise: Hope,Strand,,2013.0,right_only,,Paradise: Hope
,,,,Paradise: Faith,Strand,,2013.0,right_only,,Paradise: Faith
,,,,The Guillotines,WGUSA,,2013.0,right_only,,The Guillotines
,,,,The Stroller Strategy,Rialto,,2013.0,right_only,,The Stroller Strategy
,,,,What Richard Did,Trib.,,2013.0,right_only,,What Richard Did
,,,,Caught in the Web,Vita.,,2013.0,right_only,,Caught in the Web
,,,,I Spit on Your Grave 2,Anch.,,2013.0,right_only,,I Spit on Your Grave 2
,,,,Into the White,Magn.,,2013.0,right_only,,Into the White
,,,,Storage 24,Magn.,,2013.0,right_only,,Storage 24
,,,,Godzilla (2014),WB,328400000.0,2014.0,right_only,,Godzilla (2014)
,,,,Teenage Mutant Ninja Turtles (2014),Par.,302100000.0,2014.0,right_only,,Teenage Mutant Ninja Turtles (2014)
,,,,The LEGO Movie,WB,211400000.0,2014.0,right_only,,The LEGO Movie
,,,,300: Rise of An Empire,WB,231000000.0,2014.0,right_only,,300: Rise of An Empire
,,,,The Fault in our Stars,Fox,182300000.0,2014.0,right_only,,The Fault in our Stars
,,,,Hercules (2014),Par.,172100000.0,2014.0,right_only,,Hercules (2014)
,,,,RoboCop (2014),Sony,184100000.0,2014.0,right_only,,RoboCop (2014)
,,,,Fury (2014),Sony,126000000.0,2014.0,right_only,,Fury (2014)
,,,,Journey to the West,Magn.,205600000.0,2014.0,right_only,,Journey to the West
,,,,The Other Woman (2014),Fox,112800000.0,2014.0,right_only,,The Other Woman (2014)
,,,,Breakup Buddies,CL,188200000.0,2014.0,right_only,,Breakup Buddies
,,,,Into The Storm,WB (NL),114100000.0,2014.0,right_only,,Into The Storm
,,,,Planes: Fire & Rescue,BV,92200000.0,2014.0,right_only,,Planes: Fire & Rescue
,,,,Let's Be Cops,Fox,55800000.0,2014.0,right_only,,Let's Be Cops
,,,,Annie (2014),Sony,47900000.0,2014.0,right_only,,Annie (2014)
,,,,The Wind Rises,BV,112700000.0,2014.0,right_only,,The Wind Rises
,,,,The Admiral: Roaring Currents,CJ,109600000.0,2014.0,right_only,,The Admiral: Roaring Currents
,,,,Birdman,FoxS,60900000.0,2014.0,right_only,,Birdman
,,,,P.K.,UTV,89800000.0,2014.0,right_only,,P.K.
,,,,The Book of Life (2014),Fox,49600000.0,2014.0,right_only,,The Book of Life (2014)
,,,,Deliver Us From Evil,SGem,57400000.0,2014.0,right_only,,Deliver Us From Evil
,,,,A Million Ways to Die in the West,Uni.,44100000.0,2014.0,right_only,,A Million Ways to Die in the West
,,,,Step Up All In,LG/S,71300000.0,2014.0,right_only,,Step Up All In
,,,,The Attorney,WGUSA,70000000.0,2014.0,right_only,,The Attorney
,,,,Stalingrad (2014),Sony,67099999.0,2014.0,right_only,,Stalingrad (2014)
,,,,God's Not Dead,Free,3900000.0,2014.0,right_only,,God's Not Dead
,,,,Thunder and the House of Magic!,Shout!,64200000.0,2014.0,right_only,,Thunder and the House of Magic!
,,,,Evangelion: 3.0 You Can (Not) Redo,Elev.,60300000.0,2014.0,right_only,,Evangelion: 3.0 You Can (Not) Redo
,,,,No Good Deed (2014),SGem,1800000.0,2014.0,right_only,,No Good Deed (2014)
,,,,Wild (2014),FoxS,14600000.0,2014.0,right_only,,Wild (2014)
,,,,Magic in the Moonlight,SPC,40500000.0,2014.0,right_only,,Magic in the Moonlight
,,,,Dragon Ball Z: Battle of Gods,SV,47800000.0,2014.0,right_only,,Dragon Ball Z: Battle of Gods
,,,,About Last Night (2014),SGem,365000.0,2014.0,right_only,,About Last Night (2014)
,,,,Chef,ORF,14500000.0,2014.0,right_only,,Chef
,,,,Bang Bang,FIP,39500000.0,2014.0,right_only,,Bang Bang
,,,,As Above/So Below,Uni.,20600000.0,2014.0,right_only,,As Above/So Below
,,,,Frank Miller's Sin City: A Dame to Kill For,W/Dim.,25600000.0,2014.0,right_only,,Frank Miller's Sin City: A Dame to Kill For
,,,,Endless Love (2014),Uni.,11300000.0,2014.0,right_only,,Endless Love (2014)
,,,,Get On Up,Uni.,2700000.0,2014.0,right_only,,Get On Up
,,,,The Pirates,WGUSA,32100000.0,2014.0,right_only,,The Pirates
,,,,Winter's Tale,WB,18500000.0,2014.0,right_only,,Winter's Tale
,,,,The Divine Move,CJ,27800000.0,2014.0,right_only,,The Divine Move
,,,,Iceman (2014),WGUSA,26000000.0,2014.0,right_only,,Iceman (2014)
,,,,On the Other Side of the Tracks,Wein.,25100000.0,2014.0,right_only,,On the Other Side of the Tracks
,,,,The Players,Wein.,24600000.0,2014.0,right_only,,The Players
,,,,The Tale of The Princess Kaguya,GK,23500000.0,2014.0,right_only,,The Tale of The Princess Kaguya
,,,,The Suspect (2014),WGUSA,21400000.0,2014.0,right_only,,The Suspect (2014)
,,,,Bears,BV,3500000.0,2014.0,right_only,,Bears
,,,,Yves Saint Laurent,Wein.,20300000.0,2014.0,right_only,,Yves Saint Laurent
,,,,"Like Father, Like Son (2014)",IFC,19600000.0,2014.0,right_only,,"Like Father, Like Son (2014)"
,,,,Left Behind (2014),Free,5700000.0,2014.0,right_only,,Left Behind (2014)
,,,,Legends of Oz: Dorothy's Return,CE,10200000.0,2014.0,right_only,,Legends of Oz: Dorothy's Return
,,,,The Quiet Ones,LGF,9300000.0,2014.0,right_only,,The Quiet Ones
,,,,Sabotage (2014),ORF,7000000.0,2014.0,right_only,,Sabotage (2014)
,,,,Road to Ninja - Naruto the Movie,Elev.,17300000.0,2014.0,right_only,,Road to Ninja - Naruto the Movie
,,,,Calvary,FoxS,13300000.0,2014.0,right_only,,Calvary
,,,,The Pyramid,Fox,14100000.0,2014.0,right_only,,The Pyramid
,,,,Tyler Perry's The Single Moms Club,LGF,364000.0,2014.0,right_only,,Tyler Perry's The Single Moms Club
,,,,Beyond Outrage,Magn.,16200000.0,2014.0,right_only,,Beyond Outrage
,,,,Before I Go To Sleep,CE,12200000.0,2014.0,right_only,,Before I Go To Sleep
,,,,Vampire Academy,Wein.,7600000.0,2014.0,right_only,,Vampire Academy
,,,,Island of Lemurs: Madagascar (IMAX),WB,2800000.0,2014.0,right_only,,Island of Lemurs: Madagascar (IMAX)
,,,,The Two Faces of January,Magn.,13000000.0,2014.0,right_only,,The Two Faces of January
,,,,Fading Gigolo,MNE,9600000.0,2014.0,right_only,,Fading Gigolo
,,,,Foxcatcher,SPC,,2014.0,right_only,,Foxcatcher
,,,,The Interview (2014),Sony,5200000.0,2014.0,right_only,,The Interview (2014)
,,,,One Chance,Wein.,10800000.0,2014.0,right_only,,One Chance
,,,,Bicycling with Moliere,Strand,10700000.0,2014.0,right_only,,Bicycling with Moliere
,,,,Belle,FoxS,,2014.0,right_only,,Belle
,,,,Wetlands,Strand,10500000.0,2014.0,right_only,,Wetlands
,,,,Moms' Night Out,TriS,,2014.0,right_only,,Moms' Night Out
,,,,Nymphomaniac: Volume I,Magn.,9500000.0,2014.0,right_only,,Nymphomaniac: Volume I
,,,,Gladiators of Rome,VPD,10100000.0,2014.0,right_only,,Gladiators of Rome
,,,,Mood Indigo,Drft.,9500000.0,2014.0,right_only,,Mood Indigo
,,,,Alan Partridge: The Movie,Magn.,9600000.0,2014.0,right_only,,Alan Partridge: The Movie
,,,,Venus in Fur,IFC,8000000.0,2014.0,right_only,,Venus in Fur
,,,,Filth,Magn.,8300000.0,2014.0,right_only,,Filth
,,,,What If (2014),CBS,4400000.0,2014.0,right_only,,What If (2014)
,,,,Finding Fanny,FIP,7100000.0,2014.0,right_only,,Finding Fanny
,,,,Pride (2014),CBS,6100000.0,2014.0,right_only,,Pride (2014)
,,,,Chinese Puzzle,Cohen,7100000.0,2014.0,right_only,,Chinese Puzzle
,,,,A Long Way Down,Magn.,7200000.0,2014.0,right_only,,A Long Way Down
,,,,Jessabelle,LGF,7000000.0,2014.0,right_only,,Jessabelle
,,,,"Two Days, One Night",IFC,5400000.0,2014.0,right_only,,"Two Days, One Night"
,,,,A Letter to Momo,GK,6700000.0,2014.0,right_only,,A Letter to Momo
,,,,Cantinflas,LGF,,2014.0,right_only,,Cantinflas
,,,,Le Chef,Cohen,5900000.0,2014.0,right_only,,Le Chef
,,,,Mas Negro Que La Noche,LGF,5200000.0,2014.0,right_only,,Mas Negro Que La Noche
,,,,French Gigolo (Cliente),IFC,6000000.0,2014.0,right_only,,French Gigolo (Cliente)
,,,,The Trip to Italy,IFC,3000000.0,2014.0,right_only,,The Trip to Italy
,,,,Under the Skin (2014),A24,2800000.0,2014.0,right_only,,Under the Skin (2014)
,,,,The French Minister,IFC,5100000.0,2014.0,right_only,,The French Minister
,,,,Ernest & Celestine,GK,4800000.0,2014.0,right_only,,Ernest & Celestine
,,,,Tracks (2014),Wein.,4400000.0,2014.0,right_only,,Tracks (2014)
,,,,The Love Punch,KE,4500000.0,2014.0,right_only,,The Love Punch
,,,,My Old Lady,Cohen,,2014.0,right_only,,My Old Lady
,,,,Diplomacy,Zeit.,3700000.0,2014.0,right_only,,Diplomacy
,,,,Horns,RTWC,3700000.0,2014.0,right_only,,Horns
,,,,14 Blades,RTWC,3800000.0,2014.0,right_only,,14 Blades
,,,,Ragnarok,Magn.,3700000.0,2014.0,right_only,,Ragnarok
,,,,Jack and the Cuckoo-Clock Heart,Shout!,3400000.0,2014.0,right_only,,Jack and the Cuckoo-Clock Heart
,,,,The Grand Seduction,EOne,,2014.0,right_only,,The Grand Seduction
,,,,Enemy,A24,2400000.0,2014.0,right_only,,Enemy
,,,,Words and Pictures,RAtt.,1200000.0,2014.0,right_only,,Words and Pictures
,,,,The Protector 2,Magn.,3300000.0,2014.0,right_only,,The Protector 2
,,,,The Mystery of Happiness,Strand,3200000.0,2014.0,right_only,,The Mystery of Happiness
,,,,The German Doctor,Gold.,2600000.0,2014.0,right_only,,The German Doctor
,,,,Citizenfour,RTWC,202000.0,2014.0,right_only,,Citizenfour
,,,,A Coffee in Berlin,MBox,2600000.0,2014.0,right_only,,A Coffee in Berlin
,,,,The Good Lie,WB,,2014.0,right_only,,The Good Lie
,,,,The Raid 2,SPC,,2014.0,right_only,,The Raid 2
,,,,Living is Easy with Eyes Closed,Outs,2600000.0,2014.0,right_only,,Living is Easy with Eyes Closed
,,,,A Five Star Life,MBox,2200000.0,2014.0,right_only,,A Five Star Life
,,,,Kick,UTV,,2014.0,right_only,,Kick
,,,,Blood Ties (2014),RAtt.,2400000.0,2014.0,right_only,,Blood Ties (2014)
,,,,The Guest (2014),PH,2000000.0,2014.0,right_only,,The Guest (2014)
,,,,Life of Riley,KL,2300000.0,2014.0,right_only,,Life of Riley
,,,,Ode to My Father,CJ,,2014.0,right_only,,Ode to My Father
,,,,Love is Strange,SPC,,2014.0,right_only,,Love is Strange
,,,,Marius,KL,2200000.0,2014.0,right_only,,Marius
,,,,"Men, Women & Children",Par.,1500000.0,2014.0,right_only,,"Men, Women & Children"
,,,,2 States,UTV,,2014.0,right_only,,2 States
,,,,Nymphomaniac: Volume II,Magn.,1900000.0,2014.0,right_only,,Nymphomaniac: Volume II
,,,,Le Week-End,MBox,,2014.0,right_only,,Le Week-End
,,,,Gloria (2014),RAtt.,,2014.0,right_only,,Gloria (2014)
,,,,"20,000 Days on Earth",Drft.,1800000.0,2014.0,right_only,,"20,000 Days on Earth"
,,,,Only Lovers Left Alive,SPC,,2014.0,right_only,,Only Lovers Left Alive
,,,,Awake: The Life of Yogananda,CF&SR,,2014.0,right_only,,Awake: The Life of Yogananda
,,,,Fed Up,RTWC,,2014.0,right_only,,Fed Up
,,,,Finding Vivian Maier,IFC,,2014.0,right_only,,Finding Vivian Maier
,,,,Make Your Move,HTR,1300000.0,2014.0,right_only,,Make Your Move
,,,,Bright Days Ahead,Trib.,1400000.0,2014.0,right_only,,Bright Days Ahead
,,,,Force Majeure,Magn.,,2014.0,right_only,,Force Majeure
,,,,Postman Pat: The Movie,Shout!,1300000.0,2014.0,right_only,,Postman Pat: The Movie
,,,,Just a Sigh,Distrib.,1200000.0,2014.0,right_only,,Just a Sigh
,,,,Jai Ho,Eros,,2014.0,right_only,,Jai Ho
,,,,For a Woman,FM,1200000.0,2014.0,right_only,,For a Woman
,,,,Singham Returns,Eros,,2014.0,right_only,,Singham Returns
,,,,Why Don't You Play in Hell,Drft.,1200000.0,2014.0,right_only,,Why Don't You Play in Hell
,,,,The Remaining,Triu,,2014.0,right_only,,The Remaining
,,,,The Way He Looks,Strand,1100000.0,2014.0,right_only,,The Way He Looks
,,,,Ilo Ilo,FM,1100000.0,2014.0,right_only,,Ilo Ilo
,,,,Hector And The Search For Happiness,Rela.,,2014.0,right_only,,Hector And The Search For Happiness
,,,,Leviathan (2014),SPC,,2014.0,right_only,,Leviathan (2014)
,,,,The Captive,A24,,2014.0,right_only,,The Captive
,,,,Laggies,A24,,2014.0,right_only,,Laggies
,,,,Lila Lila,Crnth,1100000.0,2014.0,right_only,,Lila Lila
,,,,Haider,UTV,,2014.0,right_only,,Haider
,,,,Third Person,SPC,,2014.0,right_only,,Third Person
,,,,Borgman,Drft.,952000.0,2014.0,right_only,,Borgman
