,studio,year,Movie_title,tconst,runtimeMinutes,averageRating,numVotes,region,language,Release_Date,Movie_Name,Production_Budget,Gross_Domestic,Gross_Worldwide,_merge,Gross_Foreign_Only
5581,,2011.0,The Grace Card,tt1544600,101,6.4,2635.0,10.0,10.0,"Feb 25, 2011",The Grace Card,200000.0,2430735.0,2430735.0,both,0.0
5584,,2002.0,Stolen Summer,tt0286162,91,6.5,2609.0,12.0,12.0,"Mar 22, 2002",Stolen Summer,1500000.0,119841.0,119841.0,both,0.0
5586,Sony,2017.0,Journey to the West: The Demons Strike Back,tt5273624,109,5.4,2600.0,20.0,20.0,,,,,,left_only,245700000.0
5588,Lorb.,2010.0,Mademoiselle Chambon,tt1285246,101,6.9,2579.0,11.0,11.0,,,,,,left_only,4700000.0
5590,,1980.0,Galaxina,tt0080771,95,3.7,2564.0,12.0,12.0,"Jun 6, 1980",Galaxina,5500000.0,4865000.0,4865000.0,both,0.0
5591,,2006.0,Come Early Morning,tt0457308,97,6.1,2553.0,11.0,11.0,"Nov 10, 2006",Come Early Morning,6000000.0,119452.0,119452.0,both,0.0
5593,,1987.0,Malone,tt0093483,92,5.8,2548.0,18.0,18.0,"May 1, 1987",Malone,10000000.0,3000000.0,3000000.0,both,0.0
5594,,2008.0,The Pirates Who Don't Do Anything: A VeggieTales Movie,tt0475998,85,5.6,2544.0,19.0,19.0,2008-01-11,,15000000.0,12981269.0,13248444.0,left_only,267175.0
5597,,2000.0,Deterrence,tt0158583,104,6.4,2536.0,12.0,12.0,"Mar 10, 2000",Deterrence,800000.0,144583.0,371647.0,both,227064.0
5600,,1981.0,Under the Rainbow,tt0083254,98,5.5,2510.0,12.0,12.0,"Jul 31, 1981",Under the Rainbow,20000000.0,18826490.0,18826490.0,both,0.0
5601,,2013.0,Inescapable,tt1844203,93,5.2,2510.0,16.0,16.0,"Feb 22, 2013",Inescapable,4000000.0,4327.0,4327.0,both,0.0
5603,,2013.0,Detention of the Dead,tt1865346,87,4.5,2498.0,9.0,9.0,"Jun 28, 2013",Detention of the Dead,500000.0,1778.0,1778.0,both,0.0
5606,,2014.0,Reach Me,tt0959306,95,4.9,2487.0,23.0,23.0,"Nov 21, 2014",Reach Me,5000000.0,0.0,0.0,both,0.0
5608,,2014.0,Barbecue,tt3202120,98,6.1,2481.0,17.0,17.0,"Jul 25, 2014",Barbecue,10000000.0,388.0,247565.0,both,247177.0
5610,,2013.0,Zombie Hunter,tt2446502,93,3.5,2473.0,7.0,7.0,"Oct 8, 2013",Zombie Hunter,1000000.0,0.0,0.0,both,0.0
5612,,1997.0,Sunday,tt1039989,135,5.3,2470.0,4.0,4.0,"Aug 22, 1997",Sunday,450000.0,410919.0,450349.0,both,39430.0
5615,MBox,2011.0,Bride Flight,tt1094241,130,7.0,2463.0,4.0,4.0,,,,,,left_only,3700000.0
5616,BV,2010.0,Waking Sleeping Beauty,tt1159961,86,7.6,2462.0,8.0,8.0,,,,,,left_only,4200.0
5617,,2007.0,Partition,tt0213985,116,6.9,2456.0,16.0,16.0,"Feb 2, 2007",Partition,10000000.0,0.0,0.0,both,0.0
5618,,2007.0,Lake of Fire,tt0841119,152,8.2,2443.0,3.0,3.0,"Oct 3, 2007",Lake of Fire,6000000.0,25317.0,26007.0,both,690.0
5620,,2005.0,Funny Ha Ha,tt0327753,85,6.4,2442.0,6.0,6.0,"Apr 29, 2005",Funny Ha Ha,30000.0,77070.0,82698.0,both,5628.0
5621,,2002.0,All the Queen's Men,tt0252223,99,4.8,2436.0,16.0,16.0,"Oct 25, 2002",All the Queen's Men,15000000.0,22723.0,22723.0,both,0.0
5623,,2016.0,Oddball,tt3401748,95,6.4,2430.0,18.0,18.0,"Sep 17, 2015",Oddball,7000000.0,0.0,10237229.0,both,10237229.0
5625,BBC,2017.0,Earth: One Amazing Day,tt6238896,95,7.8,2428.0,24.0,24.0,,,,,,left_only,11600000.0
5626,,2019.0,Braid,tt4638148,82,5.3,2427.0,8.0,8.0,"Jan 10, 2019",Braid,1660000.0,0.0,80745.0,both,80745.0
5627,Strand,2012.0,Cirkus Columbia,tt1417067,113,7.2,2425.0,13.0,13.0,,,,,,left_only,9500.0
5628,,1995.0,The Jerky Boys,tt0110189,82,4.9,2415.0,14.0,14.0,"Feb 3, 1995",The Jerky Boys,4000000.0,7555256.0,7555256.0,both,0.0
5629,,2013.0,Re-Kill,tt1612319,88,5.0,2412.0,8.0,8.0,Unknown,Re-Kill,9500000.0,0.0,0.0,both,0.0
5630,Wein.,2013.0,Salinger,tt1596753,120,6.7,2409.0,9.0,9.0,,,,,,left_only,67000.0
5632,Trafalgar,2018.0,Burn the Stage: The Movie,tt9151704,84,8.8,2402.0,23.0,23.0,,,,,,left_only,16100000.0
5635,,2017.0,Let There Be Light,tt5804314,100,4.7,2379.0,9.0,9.0,"Oct 27, 2017",Let There Be Light,3000000.0,7233471.0,7241309.0,both,7838.0
5636,IFC,2010.0,Father of My Children,tt1356928,110,6.7,2353.0,17.0,17.0,,,,,,left_only,335000.0
5639,,1993.0,Ruby in Paradise,tt0108000,114,7.0,2330.0,12.0,12.0,"Oct, 1993",Ruby in Paradise,800000.0,1001437.0,1001437.0,both,0.0
5640,KL,2014.0,Archipelago,tt1527835,114,6.4,2329.0,7.0,7.0,,,,,,left_only,492000.0
5641,CJ,2017.0,Confidential Assignment,tt5606538,124,6.5,2324.0,11.0,11.0,,,,,,left_only,55500000.0
5642,MBox,2014.0,A Five Star Life,tt2261434,85,6.3,2319.0,13.0,13.0,,,,,,left_only,2200000.0
5644,,2000.0,The Big Tease,tt0156639,86,6.2,2305.0,19.0,19.0,"Jan 28, 2000",The Big Tease,4000000.0,185577.0,185577.0,both,0.0
5645,Magn.,2017.0,Human Flow,tt6573444,140,7.0,2299.0,20.0,20.0,,,,,,left_only,1300000.0
5646,,1998.0,"Dancer, Texas Pop. 81",tt0118925,97,6.6,2296.0,,,"May 1, 1998","Dancer, Texas Pop. 81",2300000.0,574838.0,574838.0,both,0.0
5651,,2012.0,Girls Gone Dead,tt1884318,104,3.5,2278.0,8.0,8.0,"Jul 17, 2012",Girls Gone Dead,500000.0,0.0,0.0,both,0.0
5653,,2003.0,The Slaughter Rule,tt0266971,112,6.0,2274.0,9.0,9.0,"Jan 10, 2003",The Slaughter Rule,500000.0,13134.0,13134.0,both,0.0
5655,,2015.0,R100,tt2914838,99,6.0,2258.0,6.0,6.0,"Jan 23, 2015",R100,5500000.0,24956.0,24956.0,both,0.0
5656,,2003.0,The Heart of Me,tt0301390,96,6.6,2257.0,8.0,8.0,"May 2, 2003",The Heart of Me,7000000.0,196067.0,531222.0,both,335155.0
5660,,2000.0,Isn't She Great,tt0141399,95,5.4,2236.0,,,"Jan 28, 2000",Isn't She Great,36000000.0,2954405.0,2954405.0,both,0.0
5661,,2010.0,Don McKay,tt1281374,87,5.8,2228.0,13.0,13.0,"Apr 2, 2010",Don McKay,6000000.0,13722.0,13722.0,both,0.0
5662,,2007.0,The Ten Commandments,tt0955411,88,2.9,2225.0,11.0,11.0,"Oct 5, 1956",The Ten Commandments,13500000.0,85400591.0,85434516.0,both,33925.0
5663,,2007.0,The Ten Commandments,tt0955411,88,2.9,2225.0,11.0,11.0,"Oct 19, 2007",The Ten Commandments,10000000.0,952820.0,1051907.0,both,99087.0
5664,,1956.0,The Ten Commandments,tt0955411,88,2.9,2225.0,11.0,11.0,"Oct 5, 1956",The Ten Commandments,13500000.0,85400591.0,85434516.0,both,33925.0
5665,,1956.0,The Ten Commandments,tt0955411,88,2.9,2225.0,11.0,11.0,"Oct 19, 2007",The Ten Commandments,10000000.0,952820.0,1051907.0,both,99087.0
5667,,2002.0,Time Changer,tt0295725,95,5.2,2213.0,9.0,9.0,"Oct 25, 2002",Time Changer,825000.0,1500711.0,1500711.0,both,0.0
5668,IFC,2011.0,The Time That Remains,tt1037163,109,7.1,2199.0,15.0,15.0,,,,,,left_only,1000000.0
5670,,1998.0,Slam,tt0139615,100,7.1,2192.0,,,"Oct 9, 1998",Slam,1000000.0,1009819.0,1087521.0,both,77702.0
5671,,2002.0,Pandora's Box,tt1285130,112,7.2,2192.0,17.0,17.0,"Aug 9, 2002",Pandora's Box,800000.0,881950.0,881950.0,both,0.0
5675,Magn.,2010.0,Client 9: The Rise and Fall of Eliot Spitzer,tt1638362,117,7.4,2158.0,11.0,11.0,,,,,,left_only,3500.0
5676,GK,2018.0,The Big Bad Fox and Other Tales,tt5851904,83,7.4,2156.0,36.0,36.0,,,,,,left_only,9600000.0
5678,,2016.0,Code of Honor,tt4060866,106,4.2,2149.0,11.0,11.0,"May 6, 2016",Code of Honor,8000000.0,0.0,0.0,both,0.0
5680,,2017.0,Lowriders,tt1366338,98,5.7,2144.0,9.0,9.0,"Apr 28, 2017",Lowriders,916000.0,6179955.0,6188421.0,both,8466.0
5681,,1999.0,Desert Blue,tt0126261,90,6.2,2137.0,,,"Jun 4, 1999",Desert Blue,5000000.0,99147.0,99147.0,both,0.0
5682,,2011.0,A Shine of Rainbows,tt1014774,101,7.1,2134.0,15.0,15.0,"Mar 15, 2011",A Shine of Rainbows,6000000.0,0.0,0.0,both,0.0
5686,,2007.0,Rockaway,tt5462288,90,7.4,2116.0,6.0,6.0,"Jul 7, 2007",Rockaway,2000000.0,0.0,0.0,both,0.0
5687,,2017.0,Posledniy bogatyr,tt6175394,114,6.5,2115.0,14.0,14.0,"Oct 20, 2017",Posledniy bogatyr,8500000.0,0.0,30700192.0,both,30700192.0
5690,,2002.0,Lucky Break,tt0246134,107,6.1,2101.0,14.0,14.0,"Aug 24, 2001",Lucky Break,6000000.0,54606.0,4316497.0,both,4261891.0
5691,CL,2015.0,Goodbye Mr. Loser,tt5061814,104,6.7,2098.0,5.0,5.0,,,,,,left_only,226800000.0
5692,,2014.0,Hidden Away,tt3289362,96,7.0,2097.0,13.0,13.0,"Jan 7, 2014",Hidden Away,1000000.0,0.0,0.0,both,0.0
5693,CL,2013.0,Tiny Times,tt3043630,116,3.1,2092.0,7.0,7.0,,,,,,left_only,77700000.0
5695,,2018.0,Higher Power,tt2924392,93,4.8,2086.0,13.0,13.0,"May 11, 2018",Higher Power,500000.0,528.0,528.0,both,0.0
5696,Eros,2010.0,No Problem,tt1431122,139,4.2,2085.0,4.0,4.0,,,,,,left_only,369000.0
5697,Mont.,2010.0,"Lovely, Still",tt1150947,92,7.1,2081.0,11.0,11.0,"Sep 10, 2010","Lovely, Still",5000000.0,127564.0,282687.0,both,155123.0
5699,,1995.0,The Perez Family,tt0114113,113,6.0,2071.0,,,"May 12, 1995",The Perez Family,11000000.0,2794056.0,2794056.0,both,0.0
5701,,2009.0,The Betrayed,tt1074191,98,5.9,2058.0,11.0,11.0,"Jun 30, 2009",The Betrayed,3500000.0,0.0,0.0,both,0.0
5702,,2013.0,All Superheroes Must Die,tt1836212,78,4.0,2051.0,6.0,6.0,"Jan 4, 2013",All Superheroes Must Die,20000.0,0.0,0.0,both,0.0
5703,,2016.0,Creative Control,tt3277624,97,5.4,2047.0,7.0,7.0,"Mar 11, 2016",Creative Control,1000000.0,63014.0,63014.0,both,0.0
5704,KL,2013.0,Violeta Went to Heaven,tt2014392,110,7.3,2039.0,21.0,21.0,,,,,,left_only,1200000.0
5705,,2001.0,Kingdom Come,tt0246002,94,5.6,2034.0,12.0,12.0,"Apr 11, 2001",Kingdom Come,7000000.0,23247539.0,23393939.0,both,146400.0
5706,WGUSA,2016.0,Sword Master,tt5269396,108,6.0,2027.0,14.0,14.0,,,,,,left_only,14600000.0
5708,,2015.0,Broken Horses,tt2503954,101,5.7,2021.0,14.0,14.0,"Apr 10, 2015",Broken Horses,15000000.0,0.0,3471.0,both,3471.0
5710,,1997.0,The Last Time I Committed Suicide,tt0119502,92,5.6,2014.0,,,"Jun 20, 1997",The Last Time I Committed Suicide,4000000.0,12836.0,12836.0,both,0.0
5711,FoxS,2013.0,Black Nativity,tt1425922,93,4.6,2010.0,13.0,13.0,"Nov 27, 2013",Black Nativity,17500000.0,7018188.0,7454184.0,both,435996.0
5715,,2015.0,The Sisterhood of Night,tt1015471,104,6.2,1977.0,6.0,6.0,"Apr 10, 2015",The Sisterhood of Night,1000000.0,6870.0,6870.0,both,0.0
5716,WGUSA,2016.0,I Am Not Madame Bovary,tt5918090,128,6.8,1964.0,18.0,18.0,,,,,,left_only,70400000.0
5717,,2008.0,Silver Medalist,tt0851515,99,7.3,1963.0,11.0,11.0,Unknown,Silver Medalist,2600000.0,0.0,0.0,both,0.0
5718,Lorb.,2011.0,Rapt,tt1430110,125,6.7,1962.0,10.0,10.0,,,,,,left_only,2900000.0
5719,IFC,2010.0,Inspector Bellamy,tt1188983,110,5.9,1962.0,22.0,22.0,,,,,,left_only,3600000.0
5720,,2008.0,Heroes,tt1114725,139,5.6,1961.0,5.0,5.0,"Oct 24, 2008",Heroes,400000.0,655538.0,655538.0,both,0.0
5721,,2001.0,Company Man,tt0177650,95,5.4,1952.0,18.0,18.0,"Mar 9, 2001",Company Man,12000000.0,146028.0,622273.0,both,476245.0
5722,PM&E,2013.0,The Face Reader,tt3008014,140,6.8,1951.0,10.0,10.0,,,,,,left_only,54100000.0
5723,CJ,2014.0,The Divine Move,tt3419894,118,6.7,1944.0,11.0,11.0,,,,,,left_only,27800000.0
5724,,2015.0,Shark Lake,tt4416518,92,3.4,1936.0,13.0,13.0,"Dec 1, 2015",Shark Lake,2000000.0,0.0,0.0,both,0.0
5727,,2017.0,Departure,tt2248739,109,6.7,1923.0,9.0,9.0,"May 20, 2016",Departure,1100000.0,0.0,27561.0,both,27561.0
5728,,1996.0,Faithful,tt0116269,91,5.9,1922.0,,,"Apr 5, 1996",Faithful,13000000.0,2104439.0,2104439.0,both,0.0
5729,,2014.0,Meet the Mormons,tt4003774,78,6.9,1922.0,5.0,5.0,"Oct 10, 2014",Meet the Mormons,2000000.0,6047363.0,6049171.0,both,1808.0
5733,,1998.0,No Looking Back,tt0119560,96,6.0,1896.0,,,"Mar 27, 1998",No Looking Back,5000000.0,143273.0,143273.0,both,0.0
5735,,2000.0,The Terrorist,tt0169302,95,7.0,1890.0,12.0,12.0,"Jan 14, 2000",The Terrorist,25000.0,195043.0,195043.0,both,0.0
5737,,1997.0,Love and Other Catastrophes,tt0116931,76,6.3,1881.0,,,"Mar 28, 1997",Love and Other Catastrophes,250000.0,212285.0,743216.0,both,530931.0
5738,,1998.0,The Land Girls,tt0119494,111,6.2,1872.0,,,"Jun 12, 1998",The Land Girls,8000000.0,146083.0,146083.0,both,0.0
5742,,2014.0,50 to 1,tt1777595,110,6.4,1857.0,14.0,14.0,"Mar 21, 2014",50 to 1,10000000.0,1069454.0,1069454.0,both,0.0
5743,CJ,2016.0,Master,tt5735464,143,6.6,1854.0,9.0,9.0,,,,,,left_only,51000000.0
5744,,2003.0,Dracula: Pages from a Virgin's Diary,tt0293113,73,6.8,1852.0,9.0,9.0,"May 14, 2003",Dracula: Pages from a Virgin's Diary,1100000.0,39659.0,81371.0,both,41712.0
5745,,2015.0,Walter,tt2016335,94,5.3,1843.0,6.0,6.0,"Mar 13, 2015",Walter,700000.0,0.0,0.0,both,0.0
5746,,2005.0,Chocolate: Deep Dark Secrets,tt0454431,160,4.8,1837.0,3.0,3.0,"Sep 16, 2005",Chocolate: Deep Dark Secrets,1000000.0,49000.0,1549000.0,both,1500000.0
5747,,2003.0,The Legend of Suriyothai,tt0290879,185,6.5,1830.0,16.0,16.0,"Jun 20, 2003",The Legend of Suriyothai,9000000.0,454255.0,461581.0,both,7326.0
5748,,1981.0,The Legend of the Lone Ranger,tt0082648,98,5.1,1803.0,22.0,22.0,"May 22, 1981",The Legend of the Lone Ranger,18000000.0,13400000.0,13400000.0,both,0.0
5749,Kino,2010.0,Videocracy,tt1500516,85,6.5,1796.0,12.0,12.0,,,,,,left_only,1200000.0
5752,KL,2014.0,Unrelated,tt1107850,100,6.8,1789.0,7.0,7.0,,,,,,left_only,154000.0
5754,,2018.0,Sgt. Stubby: An American Hero,tt5314190,84,6.8,1787.0,13.0,13.0,"Apr 13, 2018",Sgt. Stubby: An American Hero,25000000.0,3054285.0,3823620.0,both,769335.0
5755,,1998.0,Woo,tt0120531,84,4.1,1784.0,,,"May 8, 1998",Woo,13000000.0,8064972.0,8064972.0,both,0.0
5756,,2006.0,Mutual Appreciation,tt0446747,109,6.7,1783.0,7.0,7.0,"Sep 1, 2006",Mutual Appreciation,30000.0,103509.0,103509.0,both,0.0
5757,,2010.0,The Exploding Girl,tt1294161,79,6.3,1782.0,9.0,9.0,"Mar 12, 2010",The Exploding Girl,40000.0,25572.0,25572.0,both,0.0
5758,,2005.0,I Love Your Work,tt0322700,111,5.3,1775.0,11.0,11.0,"Nov 4, 2005",I Love Your Work,1600000.0,3264.0,3264.0,both,0.0
5759,LGF,2011.0,Saving Private Perez,tt0461336,105,5.9,1771.0,6.0,6.0,,,,,,left_only,7900000.0
5760,,1998.0,The Dress,tt0116729,103,7.0,1770.0,,,"Jan 16, 1998",The Dress,2650000.0,16556.0,16556.0,both,0.0
5761,,2015.0,Hits,tt3145220,96,5.8,1769.0,4.0,4.0,"Feb 13, 2015",Hits,1000000.0,15156.0,15156.0,both,0.0
5762,,1997.0,Critical Care,tt0118901,107,5.9,1762.0,,,"Oct 31, 1997",Critical Care,12000000.0,220175.0,220175.0,both,0.0
5763,,2016.0,The Rise of the Krays,tt2945796,110,4.9,1758.0,7.0,7.0,"Feb 2, 2016",The Rise of the Krays,2500000.0,0.0,0.0,both,0.0
5764,Osci.,2010.0,Kisses,tt0975684,72,7.3,1758.0,6.0,6.0,,,,,,left_only,15300.0
5765,IFC,2010.0,Hadewijch,tt1257562,105,6.7,1757.0,10.0,10.0,,,,,,left_only,57500.0
5768,,2008.0,Everybody Wants to Be Italian,tt0790657,105,5.8,1754.0,12.0,12.0,"Sep 5, 2008",Everybody Wants to Be Italian,3000000.0,351416.0,351416.0,both,0.0
5769,,2007.0,The Last Sin Eater,tt0810928,117,5.6,1751.0,9.0,9.0,"Feb 9, 2007",The Last Sin Eater,2200000.0,388390.0,388390.0,both,0.0
5770,Strand,2011.0,The Arbor,tt1623008,94,7.3,1751.0,7.0,7.0,,,,,,left_only,105000.0
5772,Rela.,2015.0,Desert Dancer,tt2403393,104,6.2,1743.0,15.0,15.0,"Jul 3, 2014",Desert Dancer,4000000.0,155271.0,596335.0,both,441064.0
5773,,2002.0,Interview with the Assassin,tt0308411,88,6.5,1742.0,10.0,10.0,"Nov 15, 2002",Interview with the Assassin,750000.0,47329.0,47329.0,both,0.0
5775,FIP,2015.0,Mr. X,tt3848938,133,3.8,1735.0,4.0,4.0,,,,,,left_only,5000000.0
5776,,2015.0,Road Hard,tt3110770,98,6.1,1735.0,4.0,4.0,"Mar 6, 2015",Road Hard,1500000.0,113169.0,113169.0,both,0.0
5777,ELS,2013.0,The Christmas Candle,tt2739338,100,6.2,1733.0,6.0,6.0,"Nov 15, 2013",The Christmas Candle,7000000.0,1632000.0,1933829.0,both,301829.0
5778,,2009.0,Frat Party,tt1414361,90,2.8,1732.0,7.0,7.0,"Dec 1, 2009",Frat Party,1000000.0,0.0,0.0,both,0.0
5780,,2007.0,Finishing the Game,tt0843850,84,6.0,1731.0,4.0,4.0,"Oct 5, 2007",Finishing the Game,500000.0,52850.0,53201.0,both,351.0
5781,,1993.0,The Nutcracker,tt0107719,92,5.8,1724.0,22.0,22.0,1993,The Nutcracker,19000000.0,2119994.0,2119994.0,both,0.0
5782,,2017.0,Two Lovers and a Bear,tt4412528,96,6.1,1723.0,9.0,9.0,"Jan 31, 2017",Two Lovers and a Bear,6840000.0,0.0,22273.0,both,22273.0
5783,LGF,2013.0,Pulling Strings,tt3203890,111,6.0,1719.0,8.0,8.0,,,,,,left_only,2000000.0
5784,JBG,2016.0,Luck-Key,tt6175078,112,6.9,1714.0,7.0,7.0,,,,,,left_only,47700000.0
5785,,2010.0,Bran Nue Dae,tt1148165,85,6.2,1702.0,6.0,6.0,"Sep 10, 2010",Bran Nue Dae,6750000.0,113568.0,6812530.0,both,6698962.0
5787,,2015.0,The Curse of Downers Grove,tt1772261,89,4.5,1693.0,10.0,10.0,"Aug 21, 2015",The Curse of Downers Grove,2000000.0,0.0,0.0,both,0.0
5788,,2015.0,Unnatural,tt3551400,89,3.9,1693.0,6.0,6.0,"Oct 16, 2015",Unnatural,3000000.0,0.0,0.0,both,0.0
5789,,1999.0,The Velocity of Gary,tt0120878,100,5.0,1687.0,,,"Jul 16, 1999",The Velocity of Gary,4000000.0,34145.0,34145.0,both,0.0
5790,,2017.0,The Resurrection of Gavin Stone,tt4902904,91,6.1,1683.0,6.0,6.0,"Jan 20, 2017",The Resurrection of Gavin Stone,2000000.0,2303792.0,2303792.0,both,0.0
5791,,2014.0,23 Blast,tt2304459,98,6.5,1681.0,8.0,8.0,"Oct 24, 2014",23 Blast,1000000.0,549185.0,549185.0,both,0.0
5793,,2015.0,Brotherly Love,tt3262990,89,6.6,1677.0,5.0,5.0,"Apr 24, 2015",Brotherly Love,1900000.0,478595.0,478595.0,both,0.0
5794,,2015.0,Freedom,tt2584018,94,6.4,1674.0,13.0,13.0,"Aug 22, 2014",Freedom,14500000.0,0.0,872757.0,both,872757.0
5797,Zeit.,2012.0,The Salt of Life,tt1813327,90,6.3,1668.0,20.0,20.0,,,,,,left_only,1200000.0
5799,,2012.0,The Frozen,tt2363439,95,4.3,1663.0,,,"Dec 18, 2012",The Frozen,250000.0,0.0,0.0,both,0.0
5800,,2013.0,Open Road,tt1922679,85,5.4,1660.0,6.0,6.0,"Apr 12, 2013",Open Road,3000000.0,0.0,47469.0,both,47469.0
5801,,1999.0,20 Dates,tt0138987,87,5.4,1656.0,,,"Feb 26, 1999",20 Dates,66000.0,541636.0,602920.0,both,61284.0
5805,,2006.0,Love's Abiding Joy,tt0785025,87,7.0,1640.0,11.0,11.0,"Oct 6, 2006",Love's Abiding Joy,3000000.0,252726.0,252726.0,both,0.0
5806,,2011.0,Without Men,tt1547090,87,3.3,1638.0,12.0,12.0,Unknown,Without Men,4700000.0,0.0,0.0,both,0.0
5807,IFC,2010.0,Daddy Longlegs,tt1426362,100,6.9,1634.0,14.0,14.0,,,,,,left_only,11500.0
5811,,2004.0,The Touch,tt0293660,103,4.5,1603.0,12.0,12.0,"Mar 31, 2004",The Touch,20000000.0,0.0,5918742.0,both,5918742.0
5812,CGld,2011.0,Aurora,tt1403047,181,6.7,1601.0,12.0,12.0,,,,,,left_only,5100.0
5814,,2012.0,The FP,tt1296373,82,5.6,1599.0,4.0,4.0,"Mar 16, 2012",The FP,60000.0,0.0,0.0,both,0.0
5815,Mont.,2011.0,Road to Nowhere,tt1504319,121,5.4,1597.0,7.0,7.0,,,,,,left_only,121000.0
5816,WB,2018.0,Detective Chinatown 2,tt7752454,121,6.0,1597.0,17.0,17.0,,,,,,left_only,542100000.0
5820,,2000.0,An Everlasting Piece,tt0218182,103,6.3,1579.0,16.0,16.0,"Dec 22, 2000",An Everlasting Piece,4000000.0,75078.0,75078.0,both,0.0
5821,,2006.0,Iraq for Sale: The War Profiteers,tt0815181,75,7.6,1579.0,3.0,3.0,"Sep 8, 2006",Iraq for Sale: The War Profiteers,775000.0,0.0,0.0,both,0.0
5822,,2013.0,The Lost Medallion: The Adventures of Billy Stone,tt1390539,97,4.8,1575.0,14.0,14.0,"Mar 1, 2013",The Lost Medallion: The Adventures of Billy Stone,2500000.0,549632.0,549632.0,both,0.0
5823,,2001.0,American Desi,tt0203289,100,6.6,1570.0,4.0,4.0,"Mar 16, 2001",American Desi,250000.0,902835.0,1366235.0,both,463400.0
5824,Cohen,2018.0,Gauguin: Voyage to Tahiti,tt6330052,102,5.9,1569.0,26.0,26.0,,,,,,left_only,3100000.0
5826,Shout!,2014.0,Postman Pat: The Movie,tt2062622,88,4.6,1551.0,31.0,31.0,,,,,,left_only,1300000.0
5827,,1999.0,Illuminata,tt0120709,119,6.1,1551.0,,,"Aug 6, 1999",Illuminata,10000000.0,836641.0,836641.0,both,0.0
5828,,2007.0,"Gandhi, My Father",tt0459293,136,7.3,1546.0,4.0,4.0,"Aug 3, 2007","Gandhi, My Father",5000000.0,240425.0,2015004.0,both,1774579.0
5829,,2012.0,High Road,tt1692084,87,5.3,1545.0,7.0,7.0,"Mar 6, 2012",High Road,546173.0,0.0,0.0,both,0.0
5830,,2001.0,Speedway Junky,tt0155197,105,5.8,1544.0,9.0,9.0,"Aug 31, 2001",Speedway Junky,1000000.0,17127.0,17127.0,both,0.0
5831,,2010.0,My Dog Tulip,tt0843358,83,6.8,1542.0,8.0,8.0,"Sep 1, 2010",My Dog Tulip,350000.0,246574.0,310891.0,both,64317.0
5832,,2010.0,Princess Kaiulani,tt1185344,130,6.2,1537.0,13.0,13.0,"May 14, 2010",Princess Kaiulani,9000000.0,883887.0,883887.0,both,0.0
5833,,2019.0,Unhinged,tt0180274,79,5.1,1530.0,7.0,7.0,"Jul 16, 2020",Unhinged,33000000.0,0.0,0.0,both,0.0
5834,,2012.0,Crowsnest,tt2180333,84,3.8,1528.0,4.0,4.0,"Sep 7, 2012",Crowsnest,1200000.0,0.0,0.0,both,0.0
5835,Trib.,2014.0,Bright Days Ahead,tt2379318,94,6.3,1522.0,,,,,,,,left_only,1400000.0
5836,,2006.0,Jimmy and Judy,tt0425151,99,6.0,1512.0,11.0,11.0,"Sep 15, 2006",Jimmy and Judy,1000000.0,0.0,0.0,both,0.0
5838,,2012.0,Newlyweds,tt1880418,95,6.3,1511.0,3.0,3.0,"Jan 13, 2012",Newlyweds,9000.0,4584.0,4584.0,both,0.0
5839,,2008.0,Kiss the Bride,tt0893346,100,5.6,1503.0,10.0,10.0,"Apr 18, 2008",Kiss the Bride,500000.0,32033.0,32033.0,both,0.0
5843,First,2010.0,As Good as Dead,tt1294136,100,5.2,1493.0,15.0,15.0,,,,,,left_only,53600.0
5844,Strand,2010.0,Bluebeard,tt6599340,117,6.4,1493.0,6.0,6.0,,,,,,left_only,5200.0
5846,FM,2012.0,The Day I Saw Your Heart,tt1753792,98,6.5,1489.0,11.0,11.0,,,,,,left_only,2000000.0
5849,,2004.0,The Blue Butterfly,tt0313300,97,6.3,1477.0,18.0,18.0,"Feb 20, 2004",The Blue Butterfly,10400000.0,1610194.0,1610194.0,both,0.0
5850,,1999.0,Diamonds,tt0167423,91,5.5,1476.0,15.0,15.0,"Dec 10, 1999",Diamonds,11900000.0,81897.0,81897.0,both,0.0
5851,Affirm,2017.0,All Saints,tt4663548,108,6.1,1467.0,10.0,10.0,"Aug 23, 2017",All Saints,2000000.0,5802208.0,5941994.0,both,139786.0
5852,,2016.0,Adulterers,tt4044464,91,5.1,1455.0,6.0,6.0,"Jan 5, 2016",Adulterers,750000.0,0.0,0.0,both,0.0
5854,,2010.0,Christmas Mail,tt1663628,89,5.5,1448.0,13.0,13.0,Unknown,Christmas Mail,2500000.0,0.0,0.0,both,0.0
5855,,2009.0,The Missing Person,tt1105512,95,6.1,1446.0,6.0,6.0,"Nov 20, 2009",The Missing Person,2000000.0,17896.0,17896.0,both,0.0
5856,,2011.0,The 5th Quarter,tt1130964,101,5.6,1439.0,10.0,10.0,"Mar 25, 2011",The 5th Quarter,6000000.0,408159.0,408159.0,both,0.0
5857,,2001.0,Gabriela,tt0189541,93,5.1,1436.0,5.0,5.0,"Mar 16, 2001",Gabriela,50000.0,2335352.0,2335352.0,both,0.0
5859,FM,2011.0,A Screaming Man,tt1639901,92,6.7,1427.0,17.0,17.0,,,,,,left_only,175000.0
5860,,2015.0,Red Sky,tt1946381,100,4.1,1427.0,12.0,12.0,"Jun 20, 2014",Red Sky,25000000.0,0.0,91116.0,both,91116.0
